city,country,lat,lng
San Juan,CR,9.9609,-84.0731
Curtea de Arges,RO,45.1392,24.6792
Rampur,IN,26.2126,87.2491
Maracana,BR,-0.765,-47.45
Kamo,JP,37.6663,139.0402
Labytnangi,RU,66.6572,66.4183
Santa Lucia,PH,17.1222,120.4494
Binidayan,PH,7.8,124.17
Bobon,PH,12.52,124.57
Norfolk,US,42.0324,-97.4217
Florence,US,33.059,-111.4209
Santa Perpetua de Moguda,ES,41.5375,2.1819
Golkoy,TR,40.6875,37.6178
Kuna,US,43.488,-116.3933
Giussano,IT,45.7,9.2167
Otake,JP,34.2378,132.2222
Le Grand-Quevilly,FR,49.4072,1.0531
Giyani,ZA,-23.31,30.7064
Chintalapudi,IN,17.0417,80.5901
Udomlya,RU,57.8833,35.0
Surmene,TR,40.9142,40.1125
Gressier,HT,18.5409,-72.5268
Pando,UY,-34.7167,-55.9583
Lodi,US,40.8784,-74.0814
Mathibestad,ZA,-25.276,28.178
Montgomery,US,40.2411,-75.2318
Fish Hawk,US,27.8511,-82.2164
Socorro,PH,9.618,125.966
Dolores,AR,-36.3167,-57.6667
Sao Joaquim,BR,-28.2939,-49.9319
Boscoreale,IT,40.775,14.475
Santa Ana,CO,9.319,-74.57
Bournville,GB,52.4299,-1.9355
Friedrichsdorf,DE,50.2556,8.6397
Masrakh,IN,26.1054,84.8026
San Sebastian Coatan,GT,15.7333,-91.5667
Putignano,IT,40.8492,17.1225
Sidi Abdel Aziz,MA,33.0494,-8.6886
Eaubonne,FR,48.9922,2.2806
Gembloux,BE,50.561,4.697
Mannachchanellur,IN,10.9078,78.7022
Maevatanana,MG,-16.947,46.8292
Kostomuksha,RU,64.5833,30.6
Krishnapuram,IN,9.15,76.5
Dano,BF,11.1436,-3.0628
Jaynagar-Majilpur,IN,22.1752,88.4201
Cesenatico,IT,44.2012,12.4007
Azacualpa,HN,14.7167,-88.1
El Grullo,MX,19.8,-104.2
San Juan de Alicante,ES,38.4014,-0.4367
Hjorring,DK,57.4663,9.9889
Tubize,BE,50.693,4.2047
Finote Selam,ET,10.7,37.2667
Yanaul,RU,56.2833,54.9333
Colleyville,US,32.8913,-97.1486
Schleswig,DE,54.5186,9.5653
Haoping,CN,32.5933,108.6117
San Martin,CO,3.6944,-73.6936
Puerto Escondido,MX,15.8619,-97.0672
Lucenec,SK,48.3314,19.6708
El Jicaro,NI,13.7167,-86.1333
Milagres,BR,-7.3128,-38.9458
Formosa do Rio Preto,BR,-11.0478,-45.1928
Gandujie,CN,35.8908,102.3272
Gilarchat,IN,22.0703,88.4455
Imperial Beach,US,32.5693,-117.118
Jodhpur,IN,21.88,70.03
Miramas,FR,43.5822,5.0019
Cavaillon,FR,43.8375,5.0381
Teniente Primero Manuel Irala Fernandez,PY,-22.8174,-59.582
El Quetzal,GT,14.7667,-91.8167
Noicattaro,IT,41.0333,16.9833
Galatina,IT,40.1667,18.1667
Kibeho,RW,-2.6333,29.55
Dhrol,IN,22.57,70.42
Omachi,JP,36.503,137.8511
Sofiyivs'ka Borshchahivka,UA,50.4114,30.3692
Xishan,CN,23.059,115.5564
Vimercate,IT,45.6167,9.3667
Vesala,IN,12.162,75.4956
Jharka,IN,26.3047,85.6686
Fonte Boa,BR,-2.5139,-66.0917
Moscow,US,46.7308,-116.9986
Ballenger Creek,US,39.3807,-77.4206
Santa Isabel do Rio Negro,BR,-0.4139,-65.0192
Perunkalattu,IN,12.9182,80.0824
Geretsried,DE,47.8667,11.4667
Ban Pa Sak,TH,16.8477,100.2563
Kotal,IN,31.757,76.8729
Port Alfred,ZA,-33.5917,26.8875
Gokarn,IN,14.55,74.3167
Ciudad Altamirano,MX,18.3472,-100.6531
Triggiano,IT,41.0667,16.9167
Calilabad,AZ,39.2042,48.4958
Dondon,HT,19.5273,-72.2434
Jaszbereny,HU,47.5,19.9167
Terrytown,US,29.9014,-90.0279
Fort Washington,US,38.7339,-77.0069
Artvin,TR,41.1833,41.8181
El Progreso,GT,14.35,-89.85
Vitez,BA,44.1585,17.7885
Nagai,JP,38.1075,140.0405
Assemini,IT,39.2897,9.0048
Andasibe,MG,-17.3589,49.0781
Polasara,IN,19.6939,84.814
San Vicente de Canete,PE,-13.0833,-76.4
Shenley Brook End,GB,52.009,-0.789
Karkala,IN,13.2,74.983
Key West,US,24.5642,-81.7775
Grandview,US,38.8802,-94.5227
Lanaken,BE,50.8925,5.6497
Onda,ES,39.9625,-0.2639
Vignola,IT,44.4808,11.0022
Vayakkalattu,IN,8.5285,77.1035
Consett,GB,54.85,-1.83
Biarritz,FR,43.48,-1.56
Rockaway,US,40.9602,-74.4988
Coin,ES,36.6667,-4.75
Raman,IN,29.9504,74.9619
Derby,US,37.5571,-97.2551
Marco,BR,-3.1239,-40.1469
Samana,CO,5.5833,-74.9167
Marshfield,US,42.114,-70.7151
Kadamalaikkundu,IN,9.811,77.5039
Brunoy,FR,48.6979,2.5044
Koko,NG,11.4232,4.517
Ladkhed,IN,20.32,77.77
Nechi,CO,8.1,-74.7833
Kunisakimachi-tsurugawa,JP,33.5633,131.7322
Maintirano,MG,-18.0666,44.0167
Mungaoli,IN,24.4084,78.0959
Chhota Udepur,IN,22.3056,74.0139
Fort Hood,US,31.1357,-97.7834
Oulad Yaich,MA,32.4167,-6.3333
Tubay,PH,9.16,125.52
Villanueva de la Serena,ES,38.9667,-5.8
Santo Cristo,PH,14.6603,121.03
Warrington,US,40.2489,-75.158
Pura,PH,15.6248,120.648
El Cerrito,US,37.9196,-122.3025
Temerin,RS,45.4167,19.8833
Karavaram,IN,8.7127,76.9524
Conversano,IT,40.9667,17.1167
Koba,IN,21.2844,72.8763
Arapoti,BR,-24.1578,-49.8269
Bishunpur Sundar,IN,26.0579,86.9833
Seondha,IN,26.1542,78.7812
Wagrowiec,PL,52.8,17.2
Lower Providence,US,40.1485,-75.4266
De Witt,US,43.0501,-76.071
Paveh,IR,35.0433,46.355
Natividad,PH,16.0422,120.7953
Zakopane,PL,49.3,19.95
Rockville Centre,US,40.6643,-73.6383
Cherukolattur,IN,11.1881,75.9173
Staunton,US,38.1593,-79.0611
Henin-Beaumont,FR,50.4217,2.9508
Chinna Salem,IN,11.6342,78.8741
Talisayan,PH,8.9917,124.8833
Sebastian,US,27.7822,-80.4819
Santa Maria,PH,17.47,121.75
Firmat,AR,-33.45,-61.4833
Brevnov,CZ,50.0844,14.3631
Vorkadi,IN,12.7598,74.9311
Koper,SI,45.55,13.7333
Coffs Harbour,AU,-30.3022,153.1189
San Antonio del Sur,CU,20.0569,-74.8078
Ginan,JP,35.3896,136.7825
Tecax,MX,20.2019,-89.2881
Bema,ML,15.0411,-9.3533
Yinajia,CN,26.8333,105.7
Felipe Carrillo Puerto,MX,19.5786,-88.0453
Allendale,US,42.9845,-85.9499
Arida,JP,34.0833,135.1333
Le Ray,US,44.0771,-75.7975
Lourinha,PT,39.2425,-9.3122
Tabina,PH,7.4655,123.4086
Mpophomeni,ZA,-29.567,30.182
Bandar-e Deylam,IR,30.055,50.1653
Mytilini,GR,39.1,26.55
Kirkburton,GB,53.61,-1.703
Ban Piang Luang,TH,19.6826,98.626
Guroymak,TR,38.5769,42.0211
Lincoln,CA,43.13,-79.43
Klodzko,PL,50.4386,16.655
Santeramo in Colle,IT,40.8,16.7667
Tarangnan,PH,11.9,124.75
Nanpingcun,CN,39.8081,114.0473
An Nazlah,EG,29.3063,30.6513
Idstein,DE,50.2214,8.2697
Skopin,RU,53.8167,39.55
Kommunar,RU,59.6333,30.4
Jardin America,AR,-27.05,-55.2333
Vichy,FR,46.1278,3.4267
Zhutailing,CN,27.4028,113.0614
Mogtedo,BF,12.2833,-0.8333
Palm City,US,27.1735,-80.2862
Haisyn,UA,48.8103,29.3842
Carahue,CL,-38.7089,-73.1647
Horb am Neckar,DE,48.4453,8.6911
Coulsdon,GB,51.3211,-0.1386
Nova Prata,BR,-28.7839,-51.61
Verl,DE,51.8831,8.5167
Diebougou,BF,10.9667,-3.25
Espigao D'Oeste,BR,-11.5247,-61.0128
Safipur,IN,26.73,80.35
Nagod,IN,24.5692,80.5881
Scandiano,IT,44.5925,10.6878
Ipatovo,RU,45.7167,42.0
Columbine,US,39.5879,-105.0694
Medford,US,40.822,-72.9859
Netapur Tanda,IN,16.8321,79.4356
Pereira Barreto,BR,-20.6383,-51.1092
Malanguan,CN,40.1899,117.7001
Fenoarivo,MG,-18.9344,47.4346
Santa Lucia La Reforma,GT,15.1333,-91.2333
Fort Beaufort,ZA,-32.7789,26.6353
Alencon,FR,48.4306,0.0931
Tosa,JP,33.5,133.4333
Galt,US,38.2698,-121.3004
Batabano,CU,22.7167,-82.2833
Villanueva,NI,12.9636,-86.8147
Toin,JP,35.0667,136.6
Sagara,JP,34.6863,138.1987
Bessemer,US,33.3712,-86.9728
Siqba,SY,33.5189,36.3831
Muret,FR,43.4611,1.3267
Koulamoutou,GA,-1.1333,12.4833
Kanchanaburi,TH,14.0194,99.5311
Voorschoten,NL,52.1333,4.45
Doba,TD,8.66,16.85
Haql,SA,29.2833,34.9333
Yolombo,CO,6.5978,-75.0122
Foughala,DZ,34.7167,5.3167
Sao Sebastiao da Boa Vista,BR,-1.7178,-49.5408
Altavas,PH,11.5383,122.4869
Helmstedt,DE,52.2281,11.0106
Polysayevo,RU,54.6014,86.2486
Pace,US,30.6188,-87.1667
Phulpur,BD,24.9487,90.2495
Perama,GR,37.9667,23.5667
Nanminda,IN,11.4222,75.8319
Palma,MZ,-10.7833,40.4833
Kesla,AZ,40.3978,49.8986
Rinteln,DE,52.1906,9.0814
Brilon,DE,51.3956,8.5678
Immokalee,US,26.4253,-81.4251
Samut Songkhram,TH,13.4097,100.0017
Francavilla al Mare,IT,42.4181,14.2919
Newberg,US,45.3075,-122.9601
Alegria,PH,9.7243,123.3402
Busuanga,PH,12.1335,119.9363
Saint-Ouen-l'Aumone,FR,49.0447,2.1111
Igaci,BR,-9.5369,-36.6336
Starkville,US,33.4608,-88.8297
Utena,LT,55.5,25.6
Kako,IN,25.2259,85.0642
Farnham,GB,51.215,-0.799
Inkster,US,42.2935,-83.3148
Valdagno,IT,45.65,11.3
Migdal Ha`Emeq,IL,32.6714,35.2406
Porto Sant'Elpidio,IT,43.2586,13.7585
Sliedrecht,NL,51.8222,4.7744
Vaterstetten,DE,48.105,11.7706
El Tarf,DZ,36.767,8.317
Velenje,SI,46.3625,15.1144
Moses Lake,US,47.1279,-119.2759
Genet,ET,9.05,38.5
Mount Gambier,AU,-37.8294,140.7828
Ohringen,DE,49.2,9.5
Tarkeshwar,IN,21.0957,72.8225
Sirumugai,IN,11.3214,77.0052
South Bradenton,US,27.4612,-82.5822
Chainpura,IN,25.52,86.31
Ligang,TW,22.8011,120.507
Nocatee,US,30.0927,-81.4095
Cliffside Park,US,40.8222,-73.9879
Bilston,GB,52.566,-2.073
Nagar,IN,27.4247,77.0995
Happy Valley,US,45.4358,-122.5081
Haiwei,CN,19.4261,108.8145
Villeneuve-la-Garenne,FR,48.9372,2.3278
Sao Joao Nepomuceno,BR,-21.54,-43.0108
Pszczyna,PL,49.9833,18.95
Bandiagara,ML,14.35,-3.6111
Kami,JP,33.6,133.6833
Raghunathpur,IN,23.55,86.67
Kireyevsk,RU,53.9333,37.9333
Vijapur,IN,23.57,72.75
Jericoacoara,BR,-2.8,-40.4833
Xenia,US,39.6829,-83.9413
Aracoiaba,BR,-4.3708,-38.8139
Abay,KZ,49.6311,72.8539
Ipameri,BR,-17.7219,-48.16
Rottweil,DE,48.1681,8.6247
Niramaruthur,IN,10.9267,75.9033
Solano,CO,0.6983,-75.2539
New Milton,GB,50.76,-1.65
Poranki,IN,16.4743,80.7128
Shahedshahr,IR,35.5731,51.0869
Karayazi,TR,39.7039,42.1486
Oltiariq,UZ,40.3917,71.4767
Licey al Medio,DO,19.43,-70.62
Miranda,BR,-20.2408,-56.3778
Obertshausen,DE,50.0667,8.8333
Tougue,GN,11.44,-11.67
Tipo-Tipo,PH,6.53,122.17
Falconara Marittima,IT,43.6296,13.3968
Jacutinga,BR,-22.2858,-46.6119
Tarpon Springs,US,28.1493,-82.7623
Weingarten,DE,47.8092,9.6444
Salor,UZ,41.3833,69.3583
Mar de Ajo,AR,-36.7203,-56.6878
Montbeliard,FR,47.51,6.8
Adra,ES,36.7478,-3.0161
Ayuquitan,PH,9.4644,123.2237
Enna,IT,37.5667,14.2667
Lopez Jaena,PH,8.55,123.7667
Manyoni,TZ,-5.75,34.8333
Sankt Wendel,DE,49.4667,7.1667
Nettappakkam,IN,11.8663,79.6327
Okemos,US,42.7057,-84.4135
Roseto degli Abruzzi,IT,42.6833,14.0167
Bhikhi,IN,30.07,75.53
Al `Awwamiyah,SA,26.5914,49.9795
Ciying,CN,25.3607,103.91
Mimasaka,JP,35.0086,134.1486
Stevens Point,US,44.5241,-89.5507
Fujikawaguchiko,JP,35.4973,138.7549
Santa Helena,BR,-24.86,-54.3328
Guacui,BR,-20.7758,-41.6789
Tomares,ES,37.3764,-6.0458
Oldbury,GB,52.505,-2.0159
Kyonpyaw,MM,17.3,95.2
Exeter,US,40.3139,-75.834
Peekskill,US,41.2884,-73.9227
Menaceur,DZ,36.492,2.2208
Wetteren,BE,51.0,3.8833
Bungku,ID,-2.5333,121.9667
Treinta y Tres,UY,-33.2333,-54.3833
Salem,US,37.2864,-80.0555
Backa Palanka,RS,45.25,19.4
Hudson,US,42.7639,-71.4072
Astorga,BR,-23.2328,-51.6658
Sobrado,BR,-9.455,-40.8228
Mimata,JP,31.7306,131.125
Mannadipattu,IN,11.9842,79.6321
Salaga,GH,8.5508,-0.5187
Tupaciguara,BR,-18.5928,-48.705
Andalucia,CO,4.1667,-76.1667
Thatcham,GB,51.405,-1.264
Veenoord,NL,52.9875,6.2914
Vistahermosa,CO,3.1239,-73.7514
Mill Creek East,US,47.8361,-122.1877
Elassona,GR,39.8833,22.1833
Bilgoraj,PL,50.55,22.7333
West Whittier-Los Nietos,US,33.9759,-118.0689
Agaro,ET,7.8558,36.5858
Bathnaha,IN,26.6433,85.5747
Bailey's Crossroads,US,38.8477,-77.1305
Avon Lake,US,41.4944,-82.0159
Unisan,PH,13.8413,121.9752
Reading,US,42.5351,-71.1056
San Pedro Masahuat,SV,13.55,-89.0333
Reedley,US,36.5988,-119.4471
Sao Jose do Norte,BR,-32.015,-52.0419
Pauri,IN,30.15,78.78
Nittedal,NO,60.0731,10.8722
Tumbao,PH,7.12,124.38
Anage,BR,-14.6119,-41.1358
Tres Passos,BR,-27.4558,-53.9319
West Chicago,US,41.896,-88.2253
San Jose,CO,1.6967,-78.2453
Rocha,UY,-34.4833,-54.35
Limonar,CU,22.9561,-81.4086
Kiranur,IN,11.692,79.2899
Omigawa,JP,35.85,140.6167
Northdale,US,28.1058,-82.5263
Nyanza,RW,-2.35,29.7333
Caloto,CO,3.0333,-76.4167
Longbridge,GB,52.395,-1.979
Maplewood,US,40.733,-74.2712
Roth,DE,49.2461,11.0911
Armilla,ES,37.15,-3.6167
Leandro N. Alem,AR,-27.6,-55.3333
Castelnau-le-Lez,FR,43.6369,3.9019
Rouached,DZ,36.4583,6.0397
Nagtipunan,PH,16.22,121.6
Craibas,BR,-9.6178,-36.7678
Karpinsk,RU,59.7667,59.9833
Pudsey,GB,53.797,-1.663
Chengannur,IN,9.3157,76.6151
Miyaki,JP,33.325,130.4547
Lamu,KE,-2.262,40.9197
Demba,CD,-5.5,22.2667
Jilikul,TJ,37.4928,68.5286
Showt,IR,39.2197,44.7722
Aleysk,RU,52.5,82.7833
Coracao de Jesus,BR,-16.685,-44.365
Luzilandia,BR,-3.4578,-42.37
Mahwah,US,41.0816,-74.1856
Gagarin,RU,55.55,35.0167
Zhongcun,CN,35.3615,107.9791
Ellwangen,DE,48.9611,10.1306
Cherbourg,FR,49.63,-1.62
Diego Martin,TT,10.7167,-61.5667
De Pere,US,44.4308,-88.0785
Nonahi,IN,26.7892,85.6482
Legnago,IT,45.1929,11.3115
Arriaga,MX,16.2361,-93.8995
Upminster,GB,51.5557,0.2512
Louis Trichardt,ZA,-23.05,29.9
Llanelli,GB,51.684,-4.163
Wiehl,DE,50.95,7.5333
San Miguel,PH,10.0,124.32
Yanyan,CN,24.324,116.3142
Ottumwa,US,41.0195,-92.4186
Brandon,US,32.2778,-89.9896
Denison,US,33.7672,-96.5808
Santo Tomas,SV,13.6333,-89.1333
Corsicana,US,32.0824,-96.4665
Bethune,FR,50.5303,2.6408
Delitzsch,DE,51.5264,12.3425
San Giovanni Lupatoto,IT,45.3833,11.0333
Raisio,FI,60.4858,22.1692
Busselton,AU,-33.6478,115.3458
Westhoughton,GB,53.549,-2.529
Rakovski,BG,42.3,24.9667
Salamanca,CL,-31.7667,-70.9667
Yamagata,JP,35.5061,136.7811
Pinal de Amoles,MX,21.1342,-99.4586
Moschato,GR,37.95,23.6667
Timurni,IN,22.3712,77.2274
Ditzingen,DE,48.8264,9.0667
Vynohradiv,UA,48.1497,23.025
Torrelodones,ES,40.5756,-3.9292
Jevargi,IN,17.0139,76.7732
Requena,PE,-5.0569,-73.8515
Saintes,FR,45.7464,-0.6333
Harbel,LR,6.2833,-10.35
Ulongue,MZ,-14.7167,34.3667
Bozkir,TR,37.1886,32.2456
Ludinghausen,DE,51.7667,7.4333
Sangerhausen,DE,51.4667,11.3
Krasnoznamensk,RU,55.6008,37.0358
Farkhor,TJ,37.5,69.4
Pfungstadt,DE,49.8056,8.6044
Giv`at Shemu'el,IL,32.0781,34.8489
Lengir,KZ,42.1819,69.8878
Oupeye,BE,50.71,5.6449
Kovancilar,TR,38.7217,39.8672
Espelkamp,DE,52.3772,8.6328
Caledonia,US,42.7986,-87.8762
Sugar Hill,US,34.108,-84.0558
Salzkotten,DE,51.6708,8.6047
Mercer Island,US,47.5661,-122.232
Arzignano,IT,45.5203,11.3397
Lafayette,US,37.8919,-122.1189
Belen de Umbria,CO,5.2,-75.8667
Lennestadt,DE,51.1236,8.0681
Holt,US,42.6416,-84.5308
La Union,CO,1.6019,-77.1317
Babra,IN,21.8442,71.3042
Denizciler,TR,36.65,36.2167
Budai,TW,23.36,120.17
Tanabi,BR,-20.6258,-49.6489
Kirkby in Ashfield,GB,53.099,-1.245
Seriate,IT,45.6847,9.7178
Merkanam,IN,12.1942,79.9435
Villarrobledo,ES,39.2667,-2.6
Arbaoua,MA,34.9,-5.9167
Camillus,US,43.0539,-76.3056
Mequon,US,43.2352,-87.9839
Wadi,IN,17.07,76.98
Mariano Comense,IT,45.7,9.1833
Choconta,CO,5.1467,-73.6825
Thetford,GB,52.41,0.74
Vsetin,CZ,49.3386,17.9961
Dyatkovo,RU,53.6,34.3333
Vierzon,FR,47.2225,2.0694
Kawlin,MM,23.7903,95.6806
Albergaria-a-Velha,PT,40.6936,-8.4806
Acatlan,MX,20.2333,-103.5333
Topol'cany,SK,48.55,18.1833
Candido Sales,BR,-15.505,-41.2389
Chardonnieres,HT,18.2742,-74.1659
Fengruncun,CN,34.7714,109.7123
Talugtug,PH,15.7789,120.8111
Camalaniugan,PH,18.2756,121.6756
Chiromo,MW,-16.55,35.1332
Ganshoren,BE,50.8667,4.3167
Ilaiyankudi,IN,9.6271,78.6247
Mudgal,IN,16.0119,76.442
Atlatlahucan,MX,18.935,-98.9
Oulad Said,MA,32.632,-8.8456
Bacoli,IT,40.8,14.0833
Miahuatlan,MX,18.5667,-97.4333
Allen,PH,12.5013,124.282
Petershagen,DE,52.3833,8.9667
Tipasa,DZ,36.5919,2.4494
Mananjary,MG,-21.2167,48.3333
Wumayingcun,CN,38.0094,116.8032
Sandona,CO,1.2833,-77.4667
Dickinson,US,46.8918,-102.7925
Hazelwood,US,38.7931,-90.3899
Apiai,BR,-24.5097,-48.8428
Norco,US,33.9252,-117.5498
Norden,DE,53.5967,7.2056
Workington,GB,54.6365,-3.5549
Guene,BJ,11.7306,3.2242
Oroshaza,HU,46.5678,20.6428
Urucui,BR,-7.2333,-44.55
Maaseik,BE,51.1019,5.7856
Brodosqui,BR,-20.9908,-47.6589
North Laurel,US,39.1285,-76.8476
Walker,US,42.9853,-85.7446
Dinuba,US,36.5453,-119.3987
Saranga,IN,22.54,88.21
Somoniyon,TJ,38.4422,68.7769
Taquari,BR,-29.8,-51.8597
Nea Filadelfeia,GR,38.0367,23.7367
Barstow,US,34.8661,-117.0471
Albany,AU,-35.0228,117.8814
Uttaramerur,IN,12.616,79.753
Saydnaya,SY,33.6947,36.3715
Kingswinford,GB,52.498,-2.166
Kola,IN,22.43,87.87
Latehar,IN,23.7442,84.4998
Carteret,US,40.5849,-74.2284
Sarrat,PH,18.1578,120.6447
Saikaicho-kobago,JP,32.9331,129.6431
Piranhas,BR,-9.6239,-37.7569
Paonta Sahib,IN,30.438,77.624
Erlun,TW,23.791,120.3954
Tirora,IN,21.4072,79.9326
Banhatti,IN,16.3853,75.1494
Jutai,BR,-2.7469,-66.7669
Malyn,UA,50.7689,29.27
Edgewood,US,39.419,-76.2964
Overijse,BE,50.7751,4.5372
Aridagawa,JP,34.05,135.2167
Monreal,PH,12.644,123.6648
Easton,US,42.0362,-71.1103
Pitsea,GB,51.569,0.504
Vasudevanallur,IN,9.2417,77.4118
Fatime,ML,13.5739,-5.3815
Alamo,MX,20.9167,-97.675
Debila,DZ,33.5064,6.9381
Prachin Buri,TH,14.0567,101.3739
Bagno a Ripoli,IT,43.75,11.3167
Muskego,US,42.886,-88.1291
Bardsir,IR,29.9275,56.5764
Rhyl,GB,53.321,-3.48
Gulam,IN,25.7965,86.7416
Harstad,NO,68.7989,16.5314
Kasrawad,IN,22.1274,75.611
Rajgurunagar,IN,18.8667,73.9
Saky,UA,45.1336,33.5772
Panagar,IN,23.3,79.98
Wewak,PG,-3.55,143.6333
Aimores,BR,-19.4958,-41.0639
Candelaria,AR,-27.4594,-55.7453
Campos Sales,BR,-7.0739,-40.3758
Otuzco,PE,-7.9,-78.5833
Pallappatti,IN,10.7198,77.8915
Santa Maria Tonameca,MX,15.7458,-96.5472
Sahibpur Kamal,IN,25.4167,86.3901
Simpsonville,US,34.7287,-82.2569
Sohwal,IN,26.75,81.9861
Rania,IN,29.53,74.83
Atuntaqui,EC,0.3317,-78.2189
Waldshut-Tiengen,DE,47.6231,8.2144
Mombin Crochu,HT,19.3688,-71.9824
Dedham,US,42.2467,-71.1777
Mountain House,US,37.7673,-121.5449
Novi Travnik,BA,44.1748,17.6634
Namrup,IN,27.1939,95.3193
Bad Oldesloe,DE,53.8117,10.3742
Ashkhaneh,IR,37.5578,56.9258
University Park,US,32.8506,-96.7937
Malangawa,NP,26.8667,85.5667
El Fahs,TN,36.3667,9.9
Baliqchi,UZ,40.9,71.8528
Pagudpud,PH,18.5614,120.7878
Muliyar,IN,12.5074,75.0957
Iglesias,IT,39.3103,8.5372
Sahjanwa,IN,26.75,83.2167
Rajakheri,IN,23.8593,78.7852
Yarmouth,US,41.6756,-70.2242
Kongsberg,NO,59.65,9.65
Zawyat ech Cheikh,MA,32.6414,-5.9206
Santo Tomas,PE,-14.451,-72.082
Bure,ET,10.7,37.0667
Ninohe,JP,40.2713,141.3048
Ibiapina,BR,-3.9233,-40.8894
Avon,US,41.4485,-82.0187
Yapqan,CN,39.1917,76.1656
Jafarabad,IN,20.8667,71.3667
Liria,ES,39.6258,-0.5942
Correggio,IT,44.7717,10.7806
Soccorro,PH,14.6179,121.0558
Beersel,BE,50.7667,4.3
Duiven,NL,51.9472,6.0211
Perrysburg,US,41.5377,-83.6413
Calahorra,ES,42.3,-1.9667
Oegstgeest,NL,52.1833,4.4667
Shrirangapattana,IN,12.414,76.704
Kingsville,US,27.5094,-97.861
El Karimia,DZ,36.1167,1.55
Bombinhas,BR,-27.1378,-48.5169
Steenbergen,NL,51.5842,4.3194
Bellview,US,30.462,-87.312
Imi-n-Tanout,MA,31.16,-8.85
Valls,ES,41.2883,1.2519
Husi,RO,46.6742,28.0597
Lanling,CN,23.0033,114.5671
Dix Hills,US,40.8033,-73.3375
Nabinagar,IN,24.62,84.12
Sohagpur,IN,22.7,78.2
Charentsavan,AM,40.4097,44.6431
Camaligan,PH,13.6208,123.1656
Wolfsberg,AT,46.85,14.8333
San Felipe,PH,15.0619,120.07
Meckenheim,DE,50.6333,7.0167
Datca,TR,36.7283,27.6869
Newport,US,41.4801,-71.3203
Barwa Sagar,IN,25.3799,78.739
Daventry,GB,52.2578,-1.1628
Pangil,PH,14.4,121.47
King of Prussia,US,40.0963,-75.3821
Quirino,PH,17.1356,121.735
Bousse,BF,12.6667,-1.8975
Loma Linda,US,34.045,-117.2498
Sao Joao dos Patos,BR,-6.495,-43.7019
Bognor Regis,GB,50.7824,-0.6764
Barki Ballia,IN,25.4223,86.2758
Nepomuceno,BR,-21.2358,-45.2358
Simria,IN,25.9663,85.8324
Trikodi,IN,11.4667,75.6167
Hukeri,IN,16.23,74.6
Naubatpur,IN,25.5,84.9611
Ramshir,IR,30.8936,49.4086
Pathiyanikunnu,IN,8.7733,76.8801
Sonzacate,SV,13.7356,-89.7161
Hastings,US,40.5961,-98.39
Attili,IN,16.7,81.6
Hindley,GB,53.5355,-2.5658
Khed Brahma,IN,24.0283,73.0414
Paoay,PH,18.0625,120.5203
Drodro,CD,1.7667,30.5333
Dbarwa,ER,15.1,38.8333
Moyale,ET,3.527,39.056
Tegalbuleud,ID,-7.3578,106.622
Kali,IN,19.9436,77.7317
Ayirurpara,IN,8.503,76.9522
Parner,IN,19.003,74.438
Lalru,IN,30.4867,76.8006
Singhana,IN,27.98,75.8
Kalamner,IN,20.4444,78.3256
Sojitra,IN,22.55,72.7197
Madha,IN,29.1966,76.0653
Chanasma,IN,23.72,72.12
Vodurivandlagudem,IN,16.4286,81.133
Khiria Jhansi,IN,25.4639,78.5829
Data,IN,29.267,75.995
Malanvadi,IN,16.008,73.687
As Saqlawiyah,IQ,33.3964,43.6833
Shaqlawah,IQ,36.3964,44.3436
Ash Shunah ash Shamaliyah,JO,32.61,35.6081
Moyale,KE,3.527,39.056
Vangviang,LA,18.9267,102.4494
Ehden,LB,34.2919,35.9546
Ampahana,MG,-14.7617,50.2208
Fidirana,MG,-19.5095,46.5655
Mahatalaky,MG,-24.7908,47.0787
Ankazomborona,MG,-16.1163,46.7539
Antsirabe Avaratra,MG,-13.9746,49.9724
Bidur,MY,4.1167,101.2833
Catembe,MZ,-26.0092,32.5667
Nijverdal,NL,52.3631,6.4617
Santiago de Chuco,PE,-8.1502,-78.1783
Caballococha,PE,-3.9058,-70.5164
Dainyor,PK,35.9194,74.3889
Pinhal Novo,PT,38.6297,-8.9136
Baxdo,SO,5.789,47.2266
Tall Shihab,SY,32.6918,35.9745
Kibuku,UG,1.0375,33.84
Sho`rchi,UZ,38.0111,67.7875
Araira,VE,10.4525,-66.485
Higuerote,VE,10.4833,-66.1
Norton Shores,US,43.1621,-86.2519
Simaria,IN,25.4221,86.006
Nossa Senhora das Dores,BR,-10.4919,-37.1928
Tateyama,JP,36.6636,137.3137
Mohale's Hoek,LS,-30.15,27.4667
Sultepec,MX,18.8667,-99.95
Ponta de Pedras,BR,-1.39,-48.8708
Kabanga,TZ,-2.9022,30.4986
Barberton,US,41.0095,-81.6037
Sidhauli,IN,27.28,80.83
Tsaratanana,MG,-16.7978,47.6509
Schmallenberg,DE,51.149,8.2845
Tapa,IN,30.2979,75.3694
Yingshui,CN,37.5061,105.1301
Sumperk,CZ,49.9653,16.9706
Paduvari,IN,13.8833,74.6333
Illiltene,DZ,36.5161,4.3944
Olpe,DE,51.0167,7.8333
Gajwel,IN,17.8517,78.6828
Baindur,IN,13.866,74.6333
Sprockhovel,DE,51.3667,7.25
Syke,DE,52.9131,8.8269
Springfield,US,39.9281,-75.3362
Romulus,US,42.2237,-83.366
