ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,icao_code,iata_code,gps_code,local_code,coordinates
US-8157,closed,Downey Heliport,102,NA,US,US-CA,Magway,,,,,"33.923348, -118.126456"
US-8158,closed,Fundarosa Airport,12,NA,US,US-MS,Aeng,,,,,"30.47523, -88.477622"
US-8159,closed,Goodfellow Air Force Base,1876,NA,US,US-TX,Anisakan,,,,,"31.43163, -100.399216"
US-8160,closed,Helper Heliport,6134,NA,US,US-UT,Nyaung U,,,,,"39.68439, -110.86171"
US-8161,small_airport,Geis Field,851,NA,US,US-WI,Bhamo,,,4WN4,4WN4,"43.509069, -87.938427"
US-8162,heliport,Kemper Development Company Helipad,442,NA,US,US-WA,Bokpyinn,,,1WA7,1WA7,"47.61789, -122.200279"
US-8163,small_airport,4Z Ranch Airport,5552,NA,US,US-ID,Cocokyun,,,30ID,30ID,"43.464726, -114.380552"
US-8164,heliport,Massena Substation Heliport,239,NA,US,US-NY,Mandalay,,,36NY,36NY,"44.921495, -74.834651"
US-8165,small_airport,Short Field Landing Ultralight Flightpark,1073,NA,US,US-MO,Dawei,,,26MO,26MO,"39.457768, -94.247589"
US-8166,small_airport,Lay Landing,443,NA,US,US-AL,Falam,,,6AL3,6AL3,"33.379148, -86.377239"
US-8167,small_airport,Hiller Ultralight Flightpark,356,NA,US,US-AR,Gangaw,,,44AR,44AR,"34.46125, -92.576806"
US-8168,heliport,Stoneleigh Heliport,331,NA,US,US-PA,Gwa,,,4PS6,4PS6,"40.375089, -75.0568"
US-8169,small_airport,Chennault Airfield,169,NA,US,US-TX,Hmaw Bi,,,25TX,25TX,"30.314318, -95.32706"
US-8170,heliport,Orlando Health Wiregrass Ranch Heliport,77,NA,US,US-FL,Heho,,,3FA2,3FA2,"28.201667, -82.330833"
US-8171,heliport,Crestwood Medical Center FSED Heliport,775,NA,US,US-AL,Hommalinn,,,9AL9,9AL9,"34.831167, -86.702611"
US-8172,heliport,Wadley Regional Medical Center Heliport,338,NA,US,US-TX,Tilin,,,74XS,74XS,"33.45484, -94.103674"
US-8173,small_airport,7Up Ranch Airport,844,NA,US,US-KS,Kengtung,,,75KS,75KS,"37.094403, -95.162761"
US-8174,heliport,Cullman Regional Medical Center Hartselle Heliport,708,NA,US,US-AL,Kanti,,,9AL0,9AL0,"34.458322, -86.948383"
US-8175,heliport,Wynn Hospital Helipad,487,NA,US,US-NY,Kalemyo,,,NY86,NY86,"43.104244, -75.236025"
US-8176,small_airport,Joppa Airport,1001,NA,US,US-TN,Kyaukpyu,,,TN75,TN75,"36.231324, -83.620737"
US-8177,heliport,Soddy-Daisy Heliport,708,NA,US,US-TN,Kawthoung,,,TN78,TN78,"35.236419, -85.196519"
US-8178,heliport,Tenet Westover Hills Heliport,889,NA,US,US-TX,Kyauktu,,,XA39,XA39,"29.464892, -98.713642"
US-8179,heliport,Galveston Helicopter Heliport,7,NA,US,US-TX,Loikaw,,,TA03,TA03,"29.304472, -94.771458"
US-8180,heliport,Los Angeles Unified School District Headquarters Helipad,,NA,US,US-CA,Lonekin,,,,,"34.05649, -118.25766"
US-8181,heliport,Los Angeles Unified School District North Helipad,,NA,US,US-CA,Lashio,,,,,"34.0576, -118.25602"
US-8182,closed,Texas Motor Speedway Red Bull Airport,628,NA,US,US-TX,Lanywa,,,,,"33.03675, -97.28106"
US-8183,small_airport,Dickenson Ranch Airport,354,NA,US,US-TX,Mandalay,,,,,"28.41299, -98.53847"
US-8184,heliport,USAF Vetro Heliport,9,NA,US,US-FL,Mkeik,,,,,"29.67729, -85.34587"
US-8185,closed,Eagles Rest Incorporated Heliport,72,NA,US,US-FL,Mong Hpayak,,,,,"29.15086, -82.22649"
US-8186,closed,Lancaster Airport,,NA,US,US-CA,Mongyai,,,,,"34.71142, -118.15638"
US-8187,heliport,UPMC Memorial Hospital Heliport,479,NA,US,US-PA,Myitkyina,,,,,"39.98321, -76.76869"
US-8188,closed,Vaughn Airport,170,NA,US,US-MS,Meiktila,,,,,"33.381111, -88.367109"
US-8189,heliport,Uintah Basin Medical Center Heliport,5153,NA,US,US-UT,Mawlamyine,,,,,"40.30504, -109.99628"
US-8190,heliport,Grand Canyon Village Shuttle Heliport,6890,NA,US,US-AZ,Manaung,,,,,"36.03543, -112.1294"
US-8191,heliport,Camp Navajo Heliport,7144,NA,US,US-AZ,Mongpyin,,,,,"35.22885, -111.82013"
US-8192,heliport,Pikes Peak Regional Hospital Heliport,8717,NA,US,US-CO,Mong Hsat,,,,,"38.97467, -105.07277"
US-8193,heliport,UCHealth Greeley Hospital Heliport,4913,NA,US,US-CO,Mong Tong,,,,,"40.39154, -104.79267"
US-8194,small_airport,Red Pine Grove Airport,1051,NA,US,US-ME,Mrauk U,,,82ME,82ME,"46.59706, -69.78985"
US-8195,heliport,Bienville Medical Center Heliport,340,NA,US,US-LA,Magway,,,,,"32.55386, -92.91453"
US-8196,heliport,Orchard Combat Training Center Fire Station Heliport,3143,NA,US,US-ID,Monywar,,,,,"43.29715, -116.06388"
US-8197,heliport,Orchard Combat Training Center Railhead Heliport,3133,NA,US,US-ID,Naungmom,,,,,"43.29468, -116.05525"
US-8198,closed,Dry Creek Airport,6516,NA,US,US-NV,Myitkyina,,,,,"39.5088, -116.71855"
US-8199,closed,Crawford Airport,5690,NA,US,US-NV,Nansang,,,,,"39.86765, -116.59414"
US-8200,closed,Elkhorn Airport,6479,NA,US,US-NV,Naypyitaw,,,,,"40.17377, -116.47394"
US-8201,small_airport,Kidder Airport,59,NA,US,US-AK,Namtu,,,,,"60.41901, -151.27927"
US-8202,small_airport,Cobbler Airport,111,NA,US,US-AK,Hpa-N,,,,,"60.3355, -151.27724"
US-8203,closed,Cortez Mine Airport,4790,NA,US,US-NV,Phonngbyin,,,,,"40.20448, -116.63469"
US-8204,closed,Naffziger Airport,755,NA,US,US-IL,Paletwa,,,,,"41.4826, -89.54643"
US-8205,closed,Albrecht Airport,755,NA,US,US-IL,Pearl Island,,,,,"41.52033, -89.47795"
US-8206,closed,West Salem Airport,512,NA,US,US-IL,Pauk,,,,,"38.53415, -88.03236"
US-8207,closed,Ueding Airport,408,NA,US,US-IN,Pinlebu,,,,,"38.56929, -87.54773"
US-8208,small_airport,Bonne Idee Air Services Airport,91,NA,US,US-LA,Pathein,,,,,"32.77783, -91.67082"
US-8209,small_airport,Parker Landing Strip,85,NA,US,US-MS,Pa Pun,,,,,"32.18502, -91.10511"
US-8210,small_airport,Diamond Point Landing Strip,89,NA,US,US-MS,Putao,,,,,"32.21266, -91.0798"
US-8211,small_airport,Sargent Point Landing Strip,88,NA,US,US-LA,Pakhokku,,,,,"32.15376, -91.02119"
US-8212,small_airport,John Thomas Lake Landing Strip,88,NA,US,US-MS,Palaw,,,,,"32.17603, -91.0766"
US-8213,small_airport,Cox Airport,81,NA,US,US-LA,Pye,,,,,"32.44286, -91.28147"
US-8214,closed,Millikin Airport,107,NA,US,US-LA,Saw,,,,,"32.95816, -91.22661"
US-8215,closed,Goemann Airport,1477,NA,US,US-KS,Salingyi,,,,,"37.24991, -98.23405"
US-8216,closed,Attica Airport,1444,NA,US,US-KS,Meiktila,,,,,"37.23017, -98.21416"
US-8217,closed,Latta Airport,1326,NA,US,US-KS,Sittwe,,,,,"37.36711, -97.91063"
US-8218,closed,Harper Airstrip,2687,NA,US,US-OR,Thandwe,,,,,"43.87267, -117.64177"
US-8219,closed,Pioneer Villa Airport,291,NA,US,US-OR,Tachilek,,,,,"44.3845, -123.05819"
US-8220,closed,Camp Adair Airport,216,NA,US,US-OR,Danai,,,,,"44.71547, -123.20833"
US-8221,small_airport,Washburn Heights Airstrip,1646,NA,US,US-OR,Taungoo,,,,,"44.44154, -122.97124"
US-8222,closed,Lower Table Rock Airport,2029,NA,US,US-OR,Tanyang,,,,,"42.45141, -122.95158"
US-8223,small_airport,Fall Creek Airport,1253,NA,US,US-OR,Kyaukhtu South,,,,,"43.969021, -122.529724"
US-8224,small_airport,Cedar Creek Airport,863,NA,US,US-OR,Ye,,,,,"43.94409, -122.81423"
US-8225,closed,Topsy Airport,3182,NA,US,US-OR,Yangon,,,,,"42.03567, -122.0969"
US-8226,closed,Fish Creek USFS Airport,1852,NA,US,US-OR,Bowie,,,,,"45.15016, -122.14724"
US-8227,closed,La Pine Airport,4254,NA,US,US-OR,Ocean Shores,,,,,"43.6404, -121.53419"
US-8228,small_airport,Paradise Lodge Private Airport,358,NA,US,US-OR,Kahlotus,,,,,"42.6998, -123.93529"
US-8229,small_airport,Half Moon Bar Lodge Private Airport,361,NA,US,US-OR,Langley,,,,,"42.69372, -123.93793"
US-8230,closed,Eagle Rock Airport,2369,NA,US,US-OR,Mazama,,,,,"43.28931, -122.5503"
US-8231,closed,Lake of the Woods Airport,4964,NA,US,US-OR,Waynesboro,,,,,"42.39155, -122.20557"
US-8232,closed,Olallie Landing Field,4803,NA,US,US-OR,Monroe,,,,,"44.01048, -122.03065"
US-8233,closed,Link Creek Airport,3476,NA,US,US-OR,Verona,,,,,"44.4154, -121.76081"
US-8234,closed,Big Lake Airport,4678,NA,US,US-OR,Moses Lake,,,,,"44.38171, -121.88677"
US-8235,small_airport,Fort Rock BLM Airport,1523,NA,US,US-OR,Wild Rose,,,,,"43.43903, -120.83774"
US-8236,closed,Big Bend Airport,351,NA,US,US-OR,Lynchburg,,,,,"42.64028, -124.04415"
US-8237,small_airport,Lucas Ranch Emergency Airstrip,286,NA,US,US-OR,Green Bay,,,,,"42.555072, -124.066157"
US-8238,small_airport,Vineyard Airstrip,1634,NA,US,US-OR,Woodland,,,,,"42.24673, -123.073"
US-8239,closed,Summit Meadows Airport,3644,NA,US,US-OR,Stevensville,,,,,"45.28111, -121.73521"
US-8240,closed,Two Rivers Airport,174,NA,US,US-CA,Friday Harbor,,,,,"42.5496, -124.06264"
US-8241,small_airport,Collier Bar Airstrip,287,NA,US,US-OR,Shiocton,,,,,"42.41875, -124.01096"
US-8242,closed,Fish Hook Peak USFS Airport,4596,NA,US,US-OR,Renton,,,,,"42.52023, -123.91173"
US-8243,heliport,Biak Training Center Heliport,3100,NA,US,US-OR,Tacoma,,,14OR,14OR,"44.22274, -121.09947"
US-8244,small_airport,Hoffius International Airport,1083,NA,US,US-AR,Roche Harbor,,,,,"36.19785, -94.30345"
US-8245,closed,Harper East Airport,2513,NA,US,US-OR,Mooresville,,,,,"43.87155, -117.59355"
US-8246,closed,Van Camp Airport,1169,NA,US,US-OK,Baltimore,,,,,"36.78729, -96.66512"
US-8247,closed,Mills Ranch Airport,994,NA,US,US-KS,Rosario,,,,,"37.11753, -96.51071"
US-8248,closed,Clogston Ranch Airport,1051,NA,US,US-KS,Laytonsville,,,,,"37.55617, -96.1194"
US-8249,closed,Van Rankin Airport,1824,NA,US,US-KS,Battle Ground,,,,,"37.46858, -98.4918"
US-8250,closed,Handkins Airport,1511,NA,US,US-KS,Seattle,,,,,"37.48426, -98.07928"
US-8251,closed,Mills Airport,1602,NA,US,US-KS,Vancouver,,,,,"37.31178, -98.78023"
US-8252,closed,Skyranch Airport,1208,NA,US,US-KS,Round Lake,,,,,"38.98177, -95.85638"
US-8253,closed,Saint Juste Road Airport,1238,NA,US,US-ME,Battle Ground,,,,,"46.55212, -70.00911"
US-8254,closed,Blind Bay Airport,380,NA,US,US-NY,Fairfield,,,,,"44.47585, -75.76292"
US-8255,closed,Lakeview Airport,314,NA,US,US-NY,Saluda,,,,,"43.31932, -78.75548"
US-8256,small_airport,Palmer Airport,318,NA,US,US-NY,Carleton,,,,,"43.30841, -78.75472"
US-8257,closed,Villnave Airport,1119,NA,US,US-MO,Greensboro,,,,,"38.77035, -94.59468"
US-8258,closed,Majeski Airport,923,NA,US,US-KS,Alderdale,,,,,"38.60331, -94.92511"
US-8259,closed,Radcliffe Airport,291,NA,US,US-MO,Naselle,,,,,"36.71936, -89.81229"
US-8260,closed,Ag Air Incorporated Airport,62,NA,US,US-LA,Anacortes,,,,,"31.79368, -91.41855"
US-8261,closed,Compressor Station Number 11 Airport,3292,NA,US,US-OR,Sumas,,,,,"44.43705, -121.04226"
US-8262,small_airport,Mitchell Airport,2985,NA,US,US-OR,Snohomish,,,,,"44.58393, -120.17125"
US-8263,closed,Mitchell Road Airstrip,254,NA,US,US-AR,Silverdale,,,,,"34.90351, -91.80359"
US-8264,small_airport,Rancho Rio Airport,341,NA,US,US-MO,Auburn,,,,,"36.64952, -90.85226"
US-8265,closed,Stephens and Akeman Airport,640,NA,US,US-MO,Mount Vernon,,,,,"39.46487, -93.19496"
US-8266,closed,Salisbury Municipal Airfield,650,NA,US,US-MO,Reardan,,,,,"39.42838, -92.85319"
US-8267,closed,Simpson Airport,1022,NA,US,US-MN,Roche Harbor,,,,,"45.8071, -96.32581"
US-8268,small_airport,Oak Hill Airport,1061,NA,US,US-KS,Acme,,,,,"39.38118, -95.09226"
US-8269,small_airport,Morgan Place Airport,2336,NA,US,US-ID,Chelan,,,,,"43.11821, -116.28513"
US-8270,small_airport,Burgess Field,816,NA,US,US-MI,Connell,,,K55D,55D,"43.18049, -82.98355"
US-8271,small_airport,Witham Field,782,NA,US,US-MI,Coulee City,,,4MI8,4MI8,"43.24184, -82.58305"
US-8272,small_airport,Gentner Strip Airport,744,NA,US,US-MI,Brooklyn,,,MI03,MI03,"43.705383, -82.709785"
US-8273,closed,Maulfair Airport,718,NA,US,US-IL,Decatur Island,,,,,"41.25333, -89.27279"
US-8274,small_airport,San Jacinto Ranch Airport,3598,NA,US,US-TX,Redmond,,,,,"29.72147, -103.9721"
US-8275,small_airport,Chalk Draw Airport,2877,NA,US,US-TX,Fekfetal / Jerdera-Trangan Island,,,,,"29.593, -103.26237"
US-8276,small_airport,Cedar Creek Airport,3135,NA,US,US-TX,Elk,,,,,"29.59941, -103.34338"
US-8277,closed,Macon Lake Airport,113,NA,US,US-AR,Hansville,,,,,"33.45294, -91.32879"
US-8278,closed,Hesser Levee Airport,185,NA,US,US-AR,Springdale,,,,,"34.1581, -91.30747"
US-8279,closed,Iron Gate Airport,233,NA,US,US-AR,Pasco,,,,,"34.55442, -92.0347"
US-8280,closed,Blair Airport,930,NA,US,US-IN,Granite Falls,,,,,"41.74783, -85.30529"
US-8281,small_airport,Liberty Spring Airport,66,NA,US,US-VA,Brownstown,,,,,"36.65657, -76.65566"
US-8282,closed,Clothier Airport,1364,NA,US,US-KS,Enumclaw,,,,,"38.20355, -96.83768"
US-8283,closed,Norris Flying Service Airport,243,NA,US,US-AR,Auburn,,,,,"34.6769, -92.09343"
US-8284,closed,Old River Lake Airport,246,NA,US,US-AR,La Center,,,,,"34.64713, -92.10595"
US-8285,closed,Bennett Airport,218,NA,US,US-AR,LaCrosse,,,,,"34.43839, -92.04968"
US-8286,closed,Archer Airport,222,NA,US,US-AR,Lake Stevens,,,,,"34.43803, -92.06242"
US-8287,closed,Black Bayou Airport,212,NA,US,US-AR,Shaw Island,,,,,"34.31627, -91.96267"
US-8288,closed,McFadden Airport,211,NA,US,US-AR,Newhalem,,,,,"34.25838, -92.01381"
US-8289,closed,Country Road Airport,731,NA,US,US-WI,Eastsound,,,,,"44.06357, -91.36936"
US-8290,closed,Holt Airfield,248,NA,US,US-TX,Ellensburg,,,,,"35.45339, -100.26473"
US-8291,closed,Metz Airport,651,NA,US,US-PA,Redmond,,,,,"40.37256, -77.33132"
US-8292,closed,Tri State Airport,826,NA,US,US-IN,Darrington,,,,,"41.32526, -86.19276"
US-8293,closed,Schmader Airport,1475,NA,US,US-PA,Port Townsend,,,,,"41.28511, -79.35698"
US-8294,small_airport,Summer Range Airport,1512,NA,US,US-PA,Marysville,,,,,"41.33539, -79.94509"
US-8295,closed,Tensas River Number 2 Airport,92,NA,US,US-LA,Waha-Tomea Island,,,,,"32.70765, -91.26906"
US-8296,closed,Tensas River Number 1 Airport,90,NA,US,US-LA,Discovery Bay/Maynard,,,,,"32.71702, -91.27888"
US-8297,small_airport,Dixie Farm Airport,95,NA,US,US-MS,La Center,,,,,"32.65829, -90.65535"
US-8298,small_airport,Confederate Air Airport,147,NA,US,US-AR,Cheney,,,,,"33.66877, -91.37342"
US-8299,heliport,Salem Medical Center Heliport,19,NA,US,US-NJ,Gig Harbor,,,,,"39.59221, -75.44371"
US-8300,heliport,Beebe Medical Center Heliport,,NA,US,US-DE,Moses Lake,,,,,"38.77223, -75.1434"
US-8301,closed,Spade Ranch Airport,3905,NA,US,US-NE,Deer Park,,,,,"42.30326, -102.10574"
US-8302,small_airport,Green Mountain Airport,3570,NA,US,US-WA,Seattle,,,,,"47.82298, -117.06976"
US-8303,small_airport,Green Bluff Meadows Airport,2333,NA,US,US-WA,Seattle,,,,,"47.82558, -117.26887"
US-8305,small_airport,Carron Ranch Airport,3162,NA,US,US-SD,Addy,,,,,"45.52251, -103.96964"
US-8306,small_airport,Ludlow Regional Airport,3102,NA,US,US-SD,Eliza Island,,,,,"45.80756, -103.40168"
US-8307,small_airport,Cobb Ranch Airport,2744,NA,US,US-SD,Sequim,,,,,"44.68006, -102.48666"
US-8308,closed,Engalls Airport,2753,NA,US,US-SD,Kingston,,,,,"44.95251, -102.69025"
US-8309,small_airport,Nelson Airport,2620,NA,US,US-SD,Cheney,,,,,"45.425216, -102.121124"
US-8310,closed,Scarborough Airport,2090,NA,US,US-SD,Washougal,,,,,"44.65858, -101.13828"
US-8311,closed,Cawker City Airport,1484,NA,US,US-KS,Bremerton,,,,,"39.50284, -98.44521"
US-8312,heliport,Marion Health Heliport,903,NA,US,US-IN,White Salmon,,,08IN,08IN,"40.483508, -85.542389"
US-8313,small_airport,Stillwater Airport,2995,NA,US,US-MT,Vancouver,,,1MT4,1MT4,"48.307469, -114.38081"
US-8314,small_airport,Pilots Landing Airport,1408,NA,US,US-TX,Port Townsend,,,81TE,81TE,"31.719944, -98.901042"
US-8315,small_airport,Baseline Airport,185,NA,US,US-AR,Issaquah,,,5AR4,5AR4,"34.6425, -91.094722"
US-8316,heliport,University Hospitals Geauga Medical Center Heliport,1302,NA,US,US-OH,Colville,,,93OH,93OH,"41.507779, -81.188958"
US-8317,small_airport,Strouckel Farm Airport,1863,NA,US,US-SD,Colville,,,2SD3,2SD3,"45.336131, -99.528682"
US-8318,small_airport,Jirik Field,1069,NA,US,US-OK,Quincy,,,OL23,OL23,"35.833228, -97.70575"
US-8319,heliport,Redbud Power Plant Heliport,1016,NA,US,US-OK,Covington,,,OK61,OK61,"35.683842, -97.227205"
US-8320,heliport,Liberty Heliport,46,NA,US,US-TX,Enumclaw,,,,,"30.073995, -94.778561"
US-8321,heliport,Alamo Navajo Hospital Helport,6126,NA,US,US-NM,Washougal,,,,,"34.417392, -107.498662"
US-8322,small_airport,Dempsey Farm Airport,1000,NA,US,US-KS,Perth Amboy,,,,,"38.539958, -95.105499"
US-8323,small_airport,Pine Ridge Air Spray Airport,1351,NA,US,US-MN,Perth Amboy,,,,,"47.95399, -94.45537"
US-8324,small_airport,Damneara Airport,1278,NA,US,US-MN,Lopez,,,,,"46.39725, -96.13891"
US-8325,closed,Shore Airport,3242,NA,US,US-KS,Everett,,,,,"37.42194, -101.64785"
US-8326,closed,Indianapolis Motor Speedway Red Bull Airport (Hulman Runway),735,NA,US,US-IN,West Sound,,,,,"39.79701, -86.23494"
US-8327,closed,Trout Creek Ranch Airport,4160,NA,US,US-OR,Auburn,,,,,"42.15098, -118.53967"
US-8328,closed,Trout Creek East Airport,4255,NA,US,US-OR,Auburn,,,,,"42.16583, -118.51293"
US-8329,closed,Crowley Guard Station Airport,4052,NA,US,US-OR,Auburn,,,,,"43.22969, -117.96229"
US-8330,small_airport,7N Ranch Airport,6188,NA,US,US-ID,Battle Ground,,,,,"43.54946, -111.60031"
US-8331,closed,Jackson Hole Airport,2920,NA,US,US-OR,Ferndale,,,,,"43.19059, -117.64664"
US-8332,closed,Finney Lake Airport,120,NA,US,US-OR,Richland,,,,,"45.06822, -123.00542"
US-8333,closed,Art Brandt Airport,244,NA,US,US-OR,Bellingham,,,,,"44.75773, -123.0274"
US-8334,closed,Hyde Airstrip,4434,NA,US,US-OR,Spokane,,,,,"42.48147, -121.06038"
US-8335,closed,Meacham Airport,4058,NA,US,US-OR,Steilacoom,,,,,"45.49627, -118.40359"
US-8336,closed,Rager Airstrip,4197,NA,US,US-OR,Pittsburg,,,,,"44.22291, -119.76301"
US-8337,closed,Summit Prairie Airport,5351,NA,US,US-OR,Centralia,,,,,"44.20984, -118.52062"
US-8338,closed,Spray Airport,2008,NA,US,US-OR,Bremerton,,,,,"44.83414, -119.78535"
US-8339,closed,Three Forks Airport,4797,NA,US,US-OR,Buena,,,,,"42.58089, -117.1313"
US-8340,closed,Sumpter Airport,4455,NA,US,US-OR,Cashmere,,,,,"44.73851, -118.1941"
US-8341,closed,Cold Spring USFS Airport,4713,NA,US,US-OR,Makassar,,,,,"44.34271, -120.12681"
US-8342,small_airport,Felton Creek Airport,699,NA,US,US-OR,Malimpung,,,,,"44.65612, -123.63574"
US-8343,closed,Grube Airport,460,NA,US,US-PA,Makale-Celebes Island,,,,,"40.49256, -75.98959"
US-8344,closed,Penny Flats Airport,644,NA,US,US-OR,Biak,,,,,"45.40674, -120.51055"
US-8345,closed,Hole in the Ground Ranch Airport,2858,NA,US,US-OR,Akimuga,,,,,"43.20769, -117.5984"
US-8346,closed,No Shit South Airport,2745,NA,US,US-OR,Moanamani,,,,,"43.2434, -117.49121"
US-8347,closed,No Shit North Airport,2700,NA,US,US-OR,Nomfor,,,,,"43.32112, -117.46305"
US-8348,closed,Sixteen Canyon Airport,467,NA,US,US-OR,Tigi,,,,,"45.41184, -120.86565"
US-8349,closed,Nena Airport,984,NA,US,US-OR,Nabire,,,,,"45.06538, -121.11494"
US-8350,closed,Big Indian Airport,6450,NA,US,US-OR,Karubaga,,,,,"42.66283, -118.63912"
US-8351,closed,Bull Run Airport,392,NA,US,US-OR,Ilaga,,,,,"45.44992, -120.86378"
US-8352,small_airport,Chukar Flats Airport,875,NA,US,US-OR,Kokonao,,,,,"45.22625, -120.5437"
US-8353,small_airport,Mountain Views Airport,2790,NA,US,US-OR,Serui,,,,,"45.29728, -120.29719"
US-8354,small_airport,Sunflower Creek Airport,4841,NA,US,US-OR,Timika,,,,,"44.18811, -119.56093"
US-8355,small_airport,Hay Creek Airport,4695,NA,US,US-OR,Enarotali,,,,,"43.87964, -119.19231"
US-8356,closed,Dick Deal Airport,2021,NA,US,US-SD,Momi-Papua Island,,,,,"44.67056, -100.77779"
US-8357,heliport,Park Nicollet Hospital Heliport,,NA,US,US-MN,Kebo,,,,,"44.929685, -93.363113"
US-8358,closed,Cherokee Mine Strip,,NA,US,US-NV,Andriamena,,,,,"37.266, -114.3845"
US-8359,heliport,Soshone Mountain Helipad,,NA,US,US-NV,Bima,,,,,"36.925262, -116.219974"
US-8360,heliport,[Duplicate] Soshone Mountain Helipad,,NA,US,US-NV,"Kuta, Badung",,,,,"36.925262, -116.219974"
US-8361,heliport,Yucca Lake Helipad,,NA,US,US-NV,"Gerokgak, Buleleng",,,,,"36.934863, -116.049238"
US-8362,closed,Yucca Lake Airstrip (old),,NA,US,US-NV,"Mataram (Pujut, Lombok Tengah)",,,,,"36.943434, -116.036905"
US-8363,heliport,Mountainview Medical Center Heliport,5036,NA,US,US-MT,Sumbawa Besar,,,,,"46.54692, -110.90414"
US-8364,heliport,UMM Shore Medical Center at Cambridge Heliport,17,NA,US,US-MD,Radamata,,,29MD,29MD,"38.559933, -76.059692"
US-8365,small_airport,Heird Hill Farm Airport,260,NA,US,US-AR,Lunyuk,,,47AR,47AR,"34.502694, -92.229761"
US-8366,heliport,University Hospitals Lake West Medical Center Helipad,682,NA,US,US-OH,Waingapu-Sumba Island,,,60OH,60OH,"41.625567, -81.433679"
US-8367,heliport,University Hospitals Geneva Medical Center Heliport,669,NA,US,US-OH,"Rogojampi, Banyuwangi",,,87OH,87OH,"41.798617, -80.961399"
US-8368,heliport,Arrowhead Landing Heliport,838,NA,US,US-MO,Dumu Mahak,,,94MO,94MO,"39.041389, -94.469167"
US-8369,heliport,University Hospitals Tripoint Medical Center Heliport,930,NA,US,US-OH,Ternate,,,97OH,97OH,"41.661719, -81.246623"
US-8370,heliport,Franciscan Health Crown Point Hospital Heliport,725,NA,US,US-IN,Ulubongka,,,IN19,IN19,"41.388889, -87.32166"
US-8371,seaplane_base,Turtle Bay Seaplane Base,1275,NA,US,US-MN,Sanana,,,MN73,MN73,"47.245109, -93.613236"
US-8372,small_airport,Rocket Ranch Airport,1076,NA,US,US-OK,Gotalalamo-Morotai Island,,,OK90,OK90,"34.446206, -98.115042"
US-8373,heliport,Stevens Fire Company Heliport,396,NA,US,US-PA,Toraja,,,PN29,PN29,"40.21351, -76.148722"
US-8374,heliport,Air Methods Heliport,620,NA,US,US-PA,Palopo,,,PN33,PN33,"39.86403, -77.154719"
US-8375,small_airport,Hoopes Family Farm Airport,2373,NA,US,US-PA,Palu,,,PS42,PS42,"41.882799, -77.751426"
US-8376,small_airport,Infinity Landing Airport,3159,NA,US,US-SD,Mamuju,,,SD25,SD25,"44.218651, -103.251399"
US-8377,small_airport,Fly Navy Airport,1046,NA,US,US-TX,Toli Toli-Celebes Island,,,TA60,TA60,"30.736752, -97.974477"
US-8378,small_airport,Little B Farms Airport,2842,NA,US,US-TX,Masamba,,,TE05,TE05,"36.385734, -100.560733"
US-8379,heliport,Hardeman Ranch Heliport,734,NA,US,US-TX,Poso-Celebes Island,,,TE92,TE92,"33.083836, -97.262356"
US-8380,closed,East Road Gulch Airstrip,5102,NA,US,US-OR,Kendek,,,,,"42.42406, -119.24791"
US-8381,closed,Sixmile Draw Airstrip,4980,NA,US,US-OR,Sumarorong,,,,,"42.66191, -119.4672"
US-8382,closed,Willow Spring Airstrip,5056,NA,US,US-OR,Tojo Una-Una,,,,,"42.43981, -119.36869"
US-8383,closed,Bear Creek Airport,2001,NA,US,US-OR,Luwok,,,,,"44.65925, -120.28839"
US-8384,closed,Mascall Airport,2501,NA,US,US-OR,Pohuwato,,,,,"44.50147, -119.61888"
US-8385,small_airport,Burns Junction Airport,3925,NA,US,US-OR,Muara Teweh,,,,,"42.77495, -117.85123"
US-8386,small_airport,Frenchglen Airport,4184,NA,US,US-OR,Seruyan,,,,,"42.83068, -118.91423"
US-8387,closed,Princeton Airport,4111,NA,US,US-OR,Palangkaraya,,,,,"43.27931, -118.5864"
US-8388,small_airport,Upper Table Airport,4196,NA,US,US-OR,Long Apar,,,,,"44.06315, -120.06732"
US-8389,closed,Dahl Pine Airport,4196,NA,US,US-OR,Yogyakarta,,,,,"45.01525, -121.48691"
US-8390,closed,Ruckel Junction Airport,4498,NA,US,US-OR,Cilacap,,,,,"45.62645, -118.13087"
US-8391,closed,Malheur National Wildlife Refuge Airport,4121,NA,US,US-OR,Purwokerto-Java Island,,,,,"43.22374, -118.81366"
US-8392,closed,Culverwell Airport,326,NA,US,US-NY,Karimunjawa,,,,,"43.30449, -78.74379"
US-8393,closed,Dysinger Airport,617,NA,US,US-NY,Bokondini,,,,,"43.13209, -78.56071"
US-8394,closed,Putz Airport,770,NA,US,US-MI,Dabra,,,,,"43.2425, -82.59538"
US-8395,closed,Wilson Pit Airport,412,NA,US,US-MI,Masi Masi Island,,,,,"43.16047, -82.63476"
US-8396,small_airport,Lenox Airport,645,NA,US,US-MI,Batom,,,,,"42.83951, -82.62894"
US-8397,closed,White House Ranch Airport,3817,NA,US,US-TX,Sarmi,,,,,"29.86958, -104.04001"
US-8398,closed,French Ranch Airport,5415,NA,US,US-TX,Sentani,,,,,"30.05542, -104.27692"
US-8399,small_airport,Kane Springs Airport,3390,NA,US,US-ID,Kiwirok,,,,,"43.221, -116.66109"
