client_city,client_country_code,server_city,server_country_code,distance
Paris,FR,Milan,IT,640.56
Torrington,US,New York,US,143.19
Oberon,AU,Sydney,AU,126.56
Milan,IT,New York,US,6476.77
Dallas,US,Salt Lake City,US,1614.14
Juazeiro do Norte,BR,Sao Paulo,BR,1969.95
Tokyo,JP,Taipei,TW,2103.85
Manila,PH,Stockholm,SE,9338.45
Berlin,DE,Tel Aviv,IL,2850.82
Wikwemikong,CA,Montreal,CA,635.83
Yenagoa,NG,New York,US,8828.86
Atlanta,US,London,GB,6786.78
Saint John's,AG,Miami,US,2128.04
Manila,PH,Singapore,SG,2394.12
Antananarivo,MG,Paris,FR,8736.75
Nuku'alofa,TO,Sydney,AU,3586.15
Sanaa,YE,Zurich,CH,4834.77
Kuala Lumpur,MY,Amsterdam,NL,10192.8
Vancouver,CA,Calgary,CA,675.45
Los Angeles,US,Stavanger,NO,8476.94
Perth,AU,Chicago,US,17663.41
Calhoun,US,Atlanta,US,93.78
Saint-Denis,RE,Maputo,MZ,2400.01
N'Djamena,TD,Lagos,NG,1424.92
Yenagoa,NG,Hong Kong,HK,11638.39
North Adams,US,Washington,US,533.25
Daylesford,AU,Sydney,AU,746.07
Madrid,ES,Madrid,ES,0.0
Jerusalem,IL,Sofia,BG,1604.21
Calgary,CA,Montreal,CA,3028.52
Talwood,AU,Melbourne,AU,1112.97
Oslo,NO,Lagos,NG,5963.27
Mexico City,MX,Frankfurt,DE,9574.46
Bogotá,CO,Dallas,US,3906.93
Los Angeles,US,Frankfurt,DE,9326.68
Sanaa,YE,Maputo,MZ,4735.71
Salem,US,Newark,US,3961.2
Calgary,CA,Stavanger,NO,6654.04
Charlevoix,US,Winnipeg,CA,1026.39
North Canton,US,Macomb,US,785.84
Castleton,CA,Toronto,CA,121.62
Miami,US,Chicago,US,1908.52
Harare,ZW,London,GB,8258.26
London,GB,Osaka,JP,9522.4
Nairobi,KE,Dublin,IE,7248.48
Tegucigalpa,HN,Washington,US,2924.61
Mountain City,US,Charlestown,US,2756.65
Tempe,US,New York,US,3448.54
Mono,CA,Toronto,CA,63.55
Berlin,DE,Ljubljana,SI,723.83
Nairobi,KE,Milan,IT,5850.99
Atlanta,US,Toronto,CA,1190.92
Ulan Bator,MN,Seoul,KR,1995.69
Mackay,AU,Sydney,AU,1424.05
Budapest,HU,Prague,CZ,444.94
Sanaa,YE,Berlin,DE,4935.92
Caledon,CA,Newark,US,584.85
Bellefonte,US,New York,US,325.67
Sofia,BG,Belgrade,RS,329.66
Mexico City,MX,Monterrey,MX,702.87
Yenagoa,NG,Las Vegas,US,12431.45
Hagåtña,GU,Osaka,JP,2528.13
Sydney,AU,Columbus,US,15221.95
Banjul,GM,Lisbon,PT,2892.87
Wales,US,Newark,US,2122.76
Whittlesea,AU,Melbourne,AU,36.2
Gitega,BI,Maputo,MZ,2504.45
Helsinki,FI,Stockholm,SE,398.0
Ashburn,US,Paris,FR,6202.12
Fenelon Falls,CA,Vancouver,CA,3371.42
Amelia Court House,US,Dulles,US,186.1
Shingle Springs,US,Los Angeles,US,553.28
Maputo,MZ,Johannesburg,ZA,454.49
Seattle,US,Las Vegas,US,1392.35
New York,US,Denver,US,2622.58
Wilberforce,AU,Sydney,AU,48.03
Kuala Lumpur,MY,Omaha,US,14767.6
New York,US,Washington,US,330.99
Chicago,US,Charleston,US,1211.32
Hermann,US,Chicago,US,471.94
Doha,QA,Doha,QA,0.0
Yenagoa,NG,Maputo,MZ,4439.67
Lorena,US,Dallas,US,161.66
Copenhagen,DK,Amsterdam,NL,622.37
Toronto,CA,New York,US,562.78
Montreal,CA,Amsterdam,NL,5510.69
Seattle,US,Portland,US,233.0
Manassas,US,Dulles,US,24.28
London,GB,Dublin,IE,464.61
Honolulu,US,Los Angeles,US,4108.97
Atlanta,US,Dublin,IE,6329.17
Toronto,CA,Moncton,CA,1180.96
Toronto,CA,Toronto,CA,0.0
Moulamein,AU,Sydney,AU,671.59
Suva,FJ,Sydney,AU,3219.4
Bryson City,US,Atlanta,US,205.51
Cowansville,US,Washington,US,311.26
Rome,IT,Podgorica,ME,563.4
Gladstone,AU,Sydney (Mascot),AU,1111.27
Sarajevo,BA,Belgrade,RS,194.87
Jimboomba,AU,Sydney (Mascot),AU,691.42
Sofia,BG,Hamburg,DE,1556.67
Prague,CZ,Warsaw,PL,518.7
Milan,IT,Paris,FR,640.56
Bogotá,CO,Lima,PE,1876.98
North Adams,US,New York,US,231.05
Lagos,NG,Charleston,US,9007.35
Winnipeg,CA,San Francisco Bay Area,US,2421.28
Bogotá,CO,Madrid,ES,8019.15
Winnipeg,CA,Frankfurt,DE,6881.89
Tempe,US,Monterrey,MX,1411.27
Dili,TL,Manila,PH,2610.71
Dallas,US,Seattle,US,2707.14
Upper Colo,AU,Sydney,AU,66.16
Paris,FR,Zurich,CH,489.23
Abakaliki,NG,Tunis,TN,3382.18
Chicago,US,Las Vegas,US,2455.86
Lisbon,PT,Madrid,ES,503.49
Adelaide Hills,AU,Sydney (Mascot),AU,1143.42
Ashburn,US,Dulles,US,7.33
San José,CR,Miami,US,1801.42
Buenos Aires,AR,Omaha,US,9242.09
Hagatna,GU,Tokyo,JP,2510.99
Manila,PH,Berlin,DE,9878.16
Toronto,CA,Columbus,US,513.63
Ashburn,US,Prague,CZ,6933.49
Queenscliff,AU,Sydney,AU,12.25
Calgary,CA,Dallas,US,2470.7
Toronto,CA,San Francisco Bay Area,US,3654.34
Port of Spain,TT,Miami,US,2583.74
Peterborough,CA,Toronto,CA,105.0
Ashburn,US,Chicago,US,920.52
Berlin,DE,Omaha,US,7607.04
Miami,US,Maputo,MZ,13373.55
Paris,FR,Nairobi,KE,6469.06
Gustavia,BL,Marseille,FR,6914.66
Miami,US,Washington,US,1485.46
Copenhagen,DK,Stavanger,NO,550.42
Seattle,US,Charleston,US,3901.17
Atlanta,US,Columbus,US,702.39
Sydney,AU,London,GB,16988.55
Lima,PE,Frankfurt,DE,10725.41
Croydon,AU,Sydney (Mascot),AU,1933.5
Phoenix,US,Los Angeles,US,587.71
Chicago,US,Portland,US,2825.95
Lagos,NG,San Francisco Bay Area,US,12579.2
London,GB,San Francisco Bay Area,US,8641.06
Port Vila,VU,Auckland,NZ,2210.03
Antananarivo,MG,Lagos,NG,5595.68
Zagreb,HR,Omaha,US,8245.17
Salt Lake City,US,Winnipeg,CA,1533.73
London,GB,Melbourne,AU,16898.56
Miami,US,London,GB,7138.67
Vienna,AT,Frankfurt,DE,599.14
Toronto,CA,Miami,US,1993.66
Chicago,US,Seattle,US,2793.2
Marysville,AU,Melbourne,AU,82.11
Lakefield,CA,Toronto,CA,462.56
Phoenix,US,Chicago,US,2328.81
Mexico City,MX,Santiago,CL,6586.93
Buenos Aires,AR,Zurich,CH,11263.48
Nairobi,KE,Berlin,DE,6353.01
Ljubljana,SI,Belgrade,RS,485.27
London,GB,Frankfurt,DE,639.66
Minneapolis,US,Osaka,JP,9910.75
Honiara,SB,Sydney (Mascot),AU,2849.99
Valletta,MT,Hamburg,DE,1992.87
Tokyo,JP,Singapore,SG,5316.91
Sailors Falls,AU,Sydney,AU,751.32
Chicago,US,Stavanger,NO,6325.19
Cobden,AU,Melbourne,AU,174.98
Vienna,AT,Milan,IT,626.61
Kuala Lumpur,MY,Singapore,SG,312.02
New York,US,Miami,US,1753.1
Maputo,MZ,Maputo,MZ,0.0
Minneapolis,US,Omaha,US,469.42
Zurich,CH,Omaha,US,7702.44
Milan,US,New York,US,1399.42
Réunion,RE,Johannesburg,ZA,2853.85
Basse-Terre,GP,Miami,US,2204.65
Reykjavik,IS,Dublin,IE,1498.13
Warsaw,PL,Las Vegas,US,9327.45
Bogotá,CO,Santiago,CL,4231.3
Santo Domingo,DO,Washington,US,2366.7
Marulan,AU,Sydney (Mascot),AU,144.8
Roseau,DM,Miami,US,2275.95
Gaborone,BW,Stavanger,NO,9452.65
Sydney,AU,Chicago,US,14866.46
Berlin,DE,Sofia,BG,1319.64
Barre,US,Newark,US,409.47
Vancouver,CA,Columbus,US,3301.87
Saipan,MP,Tokyo,JP,2348.62
Port-au-Prince,HT,Omaha,US,3381.18
Picton,AU,Sydney (Mascot),AU,3279.17
Chicago,US,Honolulu,US,6841.36
Salt Lake City,US,Spokane,US,882.25
Guatemala City,GT,Los Angeles,US,3536.61
Los Angeles,US,Las Vegas,US,370.32
Santiago,CL,Santiago,CL,0.0
Minneapolis,US,Chicago,US,569.89
Nairobi,KE,Antananarivo,MG,2272.85
New Boston,US,New York,US,1984.83
Tokyo,JP,Brussels,BE,9474.32
Réunion,RE,Maputo,MZ,2400.12
Philipsburg,SX,Bogota,CO,1899.94
Fredericton,CA,Montreal,CA,540.67
Nairobi,KE,Columbus,US,12604.35
Warburton,AU,Sydney (Mascot),AU,2518.47
Presidente Derqui,AR,Buenos Aires (Ezeiza),AR,40.15
Vancouver,CA,Chicago,US,2856.28
Ashburn,US,Tokyo,JP,10894.57
Beechworth,AU,Sydney,AU,495.63
Atlanta,US,Atlanta,US,0.0
Lusaka,ZM,Frankfurt am Main,DE,7508.61
Paris,FR,Paris,FR,0.0
Miami,US,Mexico City,MX,2066.14
Chisinau,MD,Sofia,BG,648.44
Vancouver,CA,Tokyo,JP,7570.69
Port Lincoln,AU,Melbourne,AU,886.15
Warsaw,PL,Warsaw,PL,0.0
Rockhampton,AU,Sydney,AU,1164.39
Millburn,US,New York,US,34.09
Chicago,US,Hamburg,DE,6856.45
São Paulo,BR,Montreal,CA,8119.27
Bucharest,RO,Sofia,BG,296.05
Lagos,NG,Brussels,BE,4922.07
Spotsylvania,US,Dulles,US,85.68
Skopje,MK,Sofia,BG,174.15
Sofia,BG,Athens,GR,524.55
Winnipeg,CA,London,GB,6320.33
São Paulo,BR,Buenos Aires,AR,1673.43
Lagos,NG,Zurich,CH,4561.7
Trenton,CA,Newark,US,468.0992043148357
Vienna,AT,Frankfurt am Main,DE,599.1476486749266
Prague,CZ,Frankfurt am Main,DE,410.544805031448
Panama City,PA,Cali,CO,698.4571019773331
Bogota,CO,Miami,US,2422.1499750252474
Pilar,AR,Sao Paulo,BR,1697.7143460752116
General Pacheco,AR,Santiago,CL,1114.4137136073855
Avellaneda,AR,Sao Paulo,BR,1677.0601889815318
Vienna,AT,Amsterdam,NL,938.5294324295244
Bridgetown,BB,Miami,US,2572.714567086814
Brussels,BE,London,GB,321.7333942865939
Brussels,BE,Frankfurt am Main,DE,317.98741980034583
Fortaleza,BR,Fortaleza,BR,0.0
Sao Paulo,BR,Santiago,CL,2585.625064606509
Sao Paulo,BR,Miami,US,6548.627839902088
Sao Paulo,BR,Cali,CO,4405.787485519041
Sao Paulo,BR,Buenos Aires (Ezeiza),AR,1678.236636056696
Gaborone,BW,Frankfurt am Main,DE,8454.437470375473
Gaborone,BW,Amsterdam,NL,8774.830738633085
Edmonton,CA,Minneapolis,US,1744.4209474996248
Huntsville,CA,Newark,US,656.3435056000284
Kingston,CA,Newark,US,440.4872331803565
Peterborough,CA,Newark,US,523.0594742290673
Toronto,CA,Newark,US,544.450905801876
Toronto,CA,Minneapolis,US,1114.6911396213047
Toronto,CA,Boston,US,693.4090174148984
Winnipeg,CA,Minneapolis,US,620.2460286604723
Halifax,CA,Newark,US,969.5306571552146
Bogota,CO,Cali,CO,307.2014688271188
Bogota,CO,Lima,PE,1883.481319505181
Bogota,CO,Santiago,CL,4237.557601489675
Bogota,CO,Memphis,US,3742.216349675846
San Jose,CR,Cali,CO,1102.7972231421354
San Jose,CR,Dallas-Fort Worth,US,2870.0400933104474
Nicosia,CY,Frankfurt am Main,DE,2596.074166451156
Santo Domingo,DO,Atlanta,US,2226.2272710282773
Quito,EC,Santiago,CL,3767.819154932108
Quito,EC,Miami,US,2883.0122573376416
Quito,EC,Sao Paulo,BR,4303.667912750494
Tallinn,EE,Warsaw,PL,835.5228232010604
Helsinki,FI,Frankfurt am Main,DE,1517.9349007847543
Paris,FR,Ferno (VA),IT,603.8521827313328
Paris,FR,Amsterdam,NL,430.4435032204897
Paris,FR,Frankfurt am Main,DE,479.2280945939914
Accra,GH,Cape Town,ZA,4788.998976666658
Accra,GH,Zurich,CH,4710.529470788888
Guatemala City,GT,Dallas-Fort Worth,US,2127.50304512193
Guatemala City,GT,Ciudad de México,MX,1059.5096686050947
Guatemala City,GT,Querétaro,MX,1237.4887405552593
Tegucigalpa,HN,Dallas-Fort Worth,US,2308.1959311555565
Tegucigalpa,HN,Kansas City,US,2864.5704450323124
Tegucigalpa,HN,Querétaro,MX,1573.7246134417726
Zagreb,HR,Sofia,BG,680.6578566965366
Port-au-Prince,HT,Atlanta,US,2070.6341407112186
Budapest,HU,Sofia,BG,630.7572881097603
Rome,IT,Frankfurt am Main,DE,959.3291122531228
Milan,IT,Sofia,BG,1171.2016444106878
Milan,IT,Frankfurt am Main,DE,517.7172053168356
Nairobi,KE,Frankfurt am Main,DE,6295.486060872496
Monrovia,LR,Zurich,CH,4910.300401833833
Monrovia,LR,London,GB,5106.451065736909
Luxembourg,LU,Frankfurt am Main,DE,191.56653500677825
Antananarivo,MG,Frankfurt am Main,DE,8545.02870882755
Ulan Bator,MN,Narita,JP,3052.2529566724475
Mexico City,MX,Ciudad de México,MX,0.0753003807787543
Mexico City,MX,Querétaro,MX,183.8524026349784
Mexico City,MX,Atlanta,US,2155.4521604743454
Mexico City,MX,Kansas City,US,2226.655341854931
Maputo,MZ,Frankfurt am Main,DE,8745.517305723426
Yenagoa,NG,Cape Town,ZA,4486.456054678431
Amsterdam,NL,Frankfurt am Main,DE,365.0519903819378
Oslo,NO,Frankfurt am Main,DE,1099.026074031117
Manila,PH,Narita,JP,3037.700186247201
Warsaw,PL,Amsterdam,NL,1097.3070436147916
Asuncion,PY,Santiago,CL,1550.0505709869512
Asuncion,PY,Buenos Aires (Ezeiza),AR,1036.302244042682
Doha,QA,London,GB,5219.537474147568
Kigali,RW,Frankfurt am Main,DE,6120.471925299072
Stockholm,SE,Frankfurt am Main,DE,1188.023684972513
Ljubljana,SI,Amsterdam,NL,990.7570302649598
Ljubljana,SI,Ferno (VA),IT,449.2230931403186
Bratislava,SK,Warsaw,PL,532.7403792901906
Bratislava,SK,Sofia,BG,775.7318839226588
San Salvador,SV,Dallas-Fort Worth,US,2271.016188769236
San Salvador,SV,Kansas City,US,2866.123270482784
San Salvador,SV,Querétaro,MX,1414.110544124116
San Salvador,SV,Atlanta,US,2274.0563344288003
Mbabane,SZ,Frankfurt am Main,DE,8751.18042938888
Miami,US,Frankfurt am Main,DE,7778.232488311639
Ocala,US,Johannesburg,ZA,13239.233003990168
Tallahassee,US,Frankfurt am Main,DE,7673.680766421387
Atlanta,US,Dulles,US,851.0285559040175
Atlanta,US,Memphis,US,530.9121071682872
Tempe,US,San Diego,US,488.31566204253767
Tempe,US,Phoenix,US,25.11343546019588
Tempe,US,Dallas-Fort Worth,US,1389.2756244869538
Los Angeles,US,San Jose,US,471.1171475035183
Denver,US,Kansas City,US,890.8532217260274
Denver,US,Dallas-Fort Worth,US,1035.8282527285571
Montevideo,UY,Santiago,CL,1342.4933432690375
Port-Vila,VU,Auckland,NZ,2210.85366230416
Sanaa,YE,Frankfurt am Main,DE,5006.696625204813
Sanaa,YE,Amsterdam,NL,5368.789323340008
Harare,ZW,Amsterdam,NL,8178.45241134676
Harare,ZW,Frankfurt am Main,DE,7840.235871056696
Paris,FR,"Marignane, Bouches-du-Rhône",FR,644.0445166653282
Zagreb,HR,"Marignane, Bouches-du-Rhône",FR,893.870875939924
Milan,IT,"Marignane, Bouches-du-Rhône",FR,389.850445928062
Lagos,NG,"Marignane, Bouches-du-Rhône",FR,4098.914650119398
Minden,CA,Newark,US,596.7518710058736
Mono,CA,Newark,US,607.5524255613622
Sylva,US,Johannesburg,ZA,13497.463930172496
Canberra,AU,Sydney (Mascot),AU,247.8123196242936
Ramos Mejía,AR,Sao Paulo,BR,1688.8134954421298
Bogota,CO,Sao Paulo,BR,4318.657978795014
Bendigo,AU,Sydney (Mascot),AU,707.3099289241326
Tegucigalpa,HN,Houston,US,1929.487037531861
San Jose,CR,Houston,US,2492.7950582098288
San Jose,CR,Ciudad de México,MX,1930.148718259504
San Jose,CR,Atlanta,US,2639.1940486386
Tegucigalpa,HN,Ciudad de México,MX,1401.1151117464856
Fortaleza,BR,Rio de Janeiro,BR,2181.5547454323705
Sao Paulo,BR,Bogota,CO,4318.657978795014
Gaborone,BW,Nairobi,KE,2839.796542520999
Burlington,CA,Newark,US,547.6651678141245
Uxbridge,CA,Newark,US,555.3983079969278
Victoria,CA,Newark,US,3928.762339512808
Zurich,CH,Frankfurt am Main,DE,304.4597724925767
Valletta,MT,Sofia,BG,1069.9618777625578
Valletta,MT,"Marignane, Bouches-du-Rhône",FR,1152.989937405901
Mexico City,MX,Memphis,US,1957.4172299209447
Mexico City,MX,Phoenix,US,2026.329189606864
Accra,GH,Ferno (VA),IT,4524.118778703939
Accra,GH,Johannesburg,ZA,4651.566324002849
Accra,GH,"Paris (Roissy-en-France, Val-d'Oise)",FR,4806.513412578624
Accra,GH,"Marignane, Bouches-du-Rhône",FR,4229.208403630732
Mexico City,MX,San Diego,US,2325.753813040704
Guatemala City,GT,Houston,US,1750.1218965735454
Maputo,MZ,London,GB,9154.15984363175
Lagos,NG,Ferno (VA),IT,4370.457609528131
Auckland,NZ,Christchurch,NZ,763.7038208375574
Warsaw,PL,Frankfurt am Main,DE,892.7069021922528
Phoenix,US,San Jose,US,977.2475482618402
Phoenix,US,San Diego,US,476.3646386076896
Asuncion,PY,Sao Paulo,BR,1132.7890150766314
Ljubljana,SI,Sofia,BG,794.6605974209892
Ljubljana,SI,"Marignane, Bouches-du-Rhône",FR,791.3874572559654
Freetown,SL,Ferno (VA),IT,4623.7279088971245
Freetown,SL,London,GB,4919.284059118209
Freetown,SL,Cape Town,ZA,5762.105160464529
San Salvador,SV,Houston,US,1892.1331911449524
Mbabane,SZ,Nairobi,KE,2835.7902852405987
Miami,US,Atlanta,US,973.4460310892698
Miami,US,"Paris (Roissy-en-France, Val-d'Oise)",FR,7369.279192706828
Seattle,US,San Jose,US,1147.0237851916131
Miami,US,Tallahassee,US,652.3501145341539
Lusaka,ZM,London,GB,7909.753907121281
Sao Paulo,BR,Omaha,US,8802.225363074822
Bogota,CO,Omaha,US,4603.52160847231
San Juan,PR,Paris,FR,6916.279841019143
Melbourne,AU,Prague,CZ,15905.675142759785
San Juan,PR,Prague,CZ,7788.104584652624
Nassau,BS,Seattle,US,4660.122382453175
San Juan,PR,Seattle,US,6004.463706946169
Warsaw,PL,Stavanger,NO,1216.1882158642304
San Juan,PR,Stavanger,NO,7228.73346378601
Hobart,AU,Sydney,AU,1055.993043687548
Lehigh Acres,US,Sydney,AU,14932.76697203565
Honolulu,US,Tokyo,JP,6209.822073193127
Melbourne,AU,Tokyo,JP,8155.450257167056
Lehigh Acres,US,Washington,US,1429.868929169216
Lehigh Acres,US,Reisterstown,US,1493.329401897968
Lehigh Acres,US,Macomb,US,1749.2053641174
Miami,US,Reisterstown,US,1548.9037038877364
Chicago,US,Reisterstown,US,956.1731898024684
Smiths Falls,CA,Newark,US,487.72272364939175
Yerevan,AM,Sofia,BG,1788.196977706222
Valentín Alsina,AR,Sao Paulo,BR,1680.7678202222842
Vienna,AT,"Marignane, Bouches-du-Rhône",FR,1016.1848358887404
Adelaide,AU,Sydney (Mascot),AU,1164.46994715962
Thimphu,BT,Singapore,SG,3266.8153651729776
Oakville,CA,Newark,US,547.1117027959566
Belleville,CA,Newark,US,464.64920584164014
Clarence-Rockland,CA,Newark,US,535.2398383952038
Bogota,CO,Quito,EC,735.605124578748
San Jose,CR,Quito,EC,1280.958741361076
San Jose,CR,Querétaro,MX,2109.312159452195
Zurich,CH,Amsterdam,NL,614.4835913731145
Zurich,CH,"Marignane, Bouches-du-Rhône",FR,511.19190398017673
Copenhagen,DK,Frankfurt am Main,DE,672.3151016287356
Kuala Lumpur,MY,Manila (Pasay),PH,2466.082082224107
Niamey,NE,Cape Town,ZA,5527.390974231024
Niamey,NE,London,GB,4218.664071295802
Niamey,NE,Lisbon,PT,3004.1310912613285
Yenagoa,NG,"Paris (Roissy-en-France, Val-d'Oise)",FR,4883.052923929356
Lagos,NG,"Paris (Roissy-en-France, Val-d'Oise)",FR,4700.915590944882
Freetown,SL,"Paris (Roissy-en-France, Val-d'Oise)",FR,4707.553997937474
Doha,QA,Singapore,SG,6199.520781386052
Atlanta,US,Tallahassee,US,367.1347384331989
Atlanta,US,Jacksonville,US,460.4117483157943
Atlanta,US,Newark,US,1191.7950092188266
Ashburn,US,Newark,US,339.2819052865664
Chicago,US,Newark,US,1137.6988810851178
Phoenix,US,Dallas-Fort Worth,US,1403.3597054597574
Phoenix,US,Querétaro,MX,1844.825978909388
Phoenix,US,Salt Lake City,US,799.7876925129721
Sanaa,YE,Johannesburg,ZA,4918.819122742359
Aden,YE,Johannesburg,ZA,4690.901537526204
Aden,YE,Nairobi,KE,1802.966840865573
Minden,CA,New York,US,612.1903292350864
Aden,YE,Singapore,SG,6600.079354899877
Port Perry,CA,Moncton,CA,1135.396365575103
Shoreham,AU,Melbourne,AU,68.25248740061036
New York,US,Lorain,US,698.8308247490996
New York,US,Reisterstown,US,282.2354812759243
Santiago,CL,New York,US,8214.75264381034
Melbourne,AU,San Francisco Bay Area,US,12642.991434199375
Hagatna,GU,Osaka,JP,2528.126039582395
San Jose,CR,Mexico City,MX,1930.1977289378456
Seattle,US,Sandusky,US,3186.493630024956
Kuala Lumpur,MY,Hong Kong Island,HK,2507.700855506128
San Jose,US,Sandusky,US,3375.307015133481
Christchurch,NZ,Auckland,NZ,763.7038208375574
Canberra,AU,Melbourne,AU,465.9973665996801
São Gabriel da Cachoeira Municipality,BR,Florianopolis,BR,3627.746830650143
Yaren District,NR,Melbourne,AU,4700.11869736307
Booroobin,AU,Melbourne,AU,1422.5167120511658
Melbourne,AU,Frankfurt,DE,16315.658146231614
San Juan,PR,Montreal,CA,3085.543765287656
Sao Paulo,BR,Buenos Aires,AR,1673.4141763802395
Atlanta,US,Monterrey,MX,1776.450171191636
Apia,WS,Wellington,NZ,3311.2954927692526
Manila,PH,Hong Kong Island,HK,1112.0332290905403
Melbourne,AU,Wellington,NZ,2578.4384457760734
Santiago,CL,Amsterdam,NL,11989.509820067937
Antananarivo,MG,Stockholm,SE,9077.456326817504
Milan,IT,Belgrade,RS,888.3529163325869
Aden,YE,Calgary,CA,12647.408063274195
Lilongwe,MW,Calgary,CA,14986.57126852905
Sanaa,YE,Calgary,CA,12352.14928016547
Dallas,US,Lorain,US,1608.9477014842978
Miami,US,Lorain,US,1746.1285427717532
Chicago,US,Lorain,US,460.4915300728266
Melbourne,AU,Charleston,US,15940.636752538834
Vancouver,CA,St. Charles,US,2830.6216340255305
Miami,US,St. Charles,US,1736.2559736145752
Dallas,US,St. Charles,US,872.8864861013976
Chicago,US,Charlestown,US,1374.1525235284837
Manila,PH,Charlestown,US,13577.467206786969
Vancouver,CA,Lorain,US,3278.1665788374294
San Juan,PR,Chicago,US,3310.515619248915
Iqaluit,CA,Montreal,CA,2056.0466576762224
Asuncion,PY,Florianopolis,BR,941.4828025692173
Sao Paulo,BR,Florianopolis,BR,487.59792718115193
Auckland,NZ,Honolulu,US,7052.926720710502
San Juan,PR,Dallas,US,3453.919640472213
Perth,AU,Jakarta,ID,3004.790516110781
San Juan,PR,Dublin,IE,6391.49152420891
Pedra Azul,BR,Florianopolis,BR,1485.4609275107948
Mexico City,MX,London,GB,8941.890794727506
Kuala Lumpur,MY,Madrid,ES,11079.09971133353
Sanaa,YE,Omaha,US,12527.58910357042
Melbourne,AU,Paris,FR,16787.418147848133
Lehigh Acres,US,Prague,CZ,8195.217780414998
Ulan Bator,MN,Tokyo,JP,3017.0066431485857
Regina,CA,Spokane,US,985.811344120334
Ashburn,US,Spokane,US,3337.9970756265657
Milan,IT,Miami,US,7969.582372850934
Melbourne,AU,Miami,US,15590.972729698791
Melbourne,AU,Milan,IT,16288.58990144148
Sofia,BG,Nairobi,KE,5056.10287964867
Oslo,NO,Nairobi,KE,7154.358329717798
Melbourne,AU,Stavanger,NO,16278.968824944095
San Juan,PR,Sydney,AU,15953.917497284894
Atlanta,US,Macomb,US,928.7423431430536
Chicago,US,Macomb,US,293.565094490418
Dublin,IE,Macomb,US,6199.802305035756
Atlanta,US,Reisterstown,US,927.920241242598
San Juan,PR,Frankfurt,DE,7377.988331133341
Nassau,BS,Frankfurt,DE,7640.52654666726
Denver,US,Frankfurt,DE,8129.854753349217
Nassau,BS,Montreal,CA,2295.868741451659
Antananarivo,MG,New York,US,13994.166794370483
Nassau,BS,San Francisco Bay Area,US,4465.1595996868455
Sao Paulo,BR,Lima,PE,3455.2279694176023
Thimphu,BT,Chennai,IN,1867.332897275401
Milan,IT,Berlin,DE,842.4740384549006
Pedra Azul,BR,Amsterdam,NL,8782.646922810554
Chicago,US,Sandusky,US,417.45122407703377
Minneapolis,US,Melbourne,AU,15191.361865190804
Pedra Azul,BR,Bogota,CO,4275.662261067811
Sao Paulo,BR,Dublin,IE,9366.54384297837
Melbourne,AU,Dallas,US,14483.670906364505
San Jose,US,Las Vegas,US,599.4025920122657
Banjul,GM,Lagos,NG,2320.283228459562
Lehigh Acres,US,Madrid,ES,7170.298761107415
San Juan,PR,Madrid,ES,6382.297490736342
San Juan,PR,Milan,IT,7433.885688057247
Melbourne,AU,Seattle,US,13167.25780594518
Milan,IT,Nairobi,KE,5850.98653407339
Ashburn,US,Calgary,CA,3135.874625974355
Sydney,AU,St. Charles,US,14560.138049625706
Ashburn,US,Lorain,US,482.21296860418914
Ashburn,US,St. Charles,US,1130.7113304452164
Seattle,US,St. Charles,US,2741.103745969334
Melbourne,AU,Lorain,US,16004.489528271552
Chicago,US,St. Charles,US,414.5892461437448
San Juan,PR,Charleston,US,2117.513287155116
Niamey,NE,Tunis,TN,2702.540919276896
San Salvador,SV,Chicago,US,3121.949536139702
Lima,PE,Reisterstown,US,5702.786931148774
Zurich,CH,Frankfurt,DE,304.4551079982269
Melbourne,AU,Montreal,CA,16734.280173877487
Manila,PH,Macomb,US,13091.767817236088
Manila,PH,San Francisco Bay Area,US,11229.385413137838
Muscat,OM,Mumbai,IN,1563.6526075338772
Warsaw,PL,Belgrade,RS,825.2481405631635
Dallas,US,Charlestown,US,2494.007226015512
Vancouver,CA,Charlestown,US,4033.256385367807
Miami,US,Charlestown,US,2022.063841335072
Ashburn,US,Charlestown,US,656.8220506959591
Denver,US,Charlestown,US,2837.889178274044
Lehigh Acres,US,Dublin,IE,6726.332886052149
Dublin,IE,Columbus,US,5757.555997410268
Tokyo,JP,Honolulu,US,6209.822073193127
Melbourne,AU,Madrid,ES,17312.378969892383
Denver,US,Miami,US,2767.5764708346883
Tbilisi,GE,Milan,IT,2880.7951642849766
Johannesburg,ZA,Maputo,MZ,454.4895976378349
Paris,FR,Prague,CZ,884.384609639999
Manila,PH,Spokane,US,11014.531583097389
Antananarivo,MG,Seattle,US,16690.238961886906
Brisbane,AU,Stavanger,NO,15701.384153643574
Dili,TL,Sydney,AU,3839.835213086036
San Juan,PR,Tokyo,JP,13432.930917617494
Sanaa,YE,Warsaw,PL,4577.276497999719
Seattle,US,Macomb,US,2636.498796689891
Benton,US,Toronto,CA,1525.0271538572058
Sao Paulo,BR,Amsterdam,NL,9781.882933004808
Lehigh Acres,US,Frankfurt,DE,7808.817512446562
San Jose,US,Frankfurt,DE,9177.89778657276
Phoenix,US,Mexico City,MX,2026.329189606864
Uxbridge,CA,Montreal,CA,466.9753292862062
Melbourne,AU,Charlestown,US,16932.429950668502
San Juan,PR,St. Charles,US,3270.634355332338
London,GB,Charlestown,US,5277.853334867321
